medicago;soybean_id;soybean;lotus;faba;arabidopsis;maize
MtrunA17_Chr4g0040471;KRH25643;Glyma.12G117600;LotjaGi3g1v0451200;Vfaba.Hedin2.R2.6g034064;AT2G20580.1;Zm00001eb208050_P001
MtrunA17_Chr4g0040501;KRH55895;Glyma.06G289000;LotjaGi3g1v0241900;NA;NA;NA
MtrunA17_Chr4g0040511;KRH55891;Glyma.06G288900;LotjaGi3g1v0242000;Vfaba.Hedin2.R2.6g034060;NA;NA
MtrunA17_Chr4g0040531;KRH55890;Glyma.06G288800;LotjaGi3g1v0242100;Vfaba.Hedin2.R2.6g034059;NA;NA
MtrunA17_Chr4g0040541;KRH25656;Glyma.12G118700;LotjaGi3g1v0242300;Vfaba.Hedin2.R2.6g034056;NA;Zm00001eb157260_P001
MtrunA17_Chr4g0040571;KRH55868;Glyma.06G287200;LotjaGi3g1v0242600;NA;NA;NA
MtrunA17_Chr4g0040581;KRH25659;Glyma.12G119000;LotjaGi3g1v0243200;NA;NA;NA
MtrunA17_Chr4g0040601;KRH55866;Glyma.06G287000;NA;Vfaba.Hedin2.R2.6g034051;AT1G28480.1;NA
MtrunA17_Chr4g0040601;KRH25663;Glyma.12G119200;NA;NA;NA;NA
MtrunA17_Chr4g0040611;KRH55861;Glyma.06G286800;LotjaGi3g1v0243500;Vfaba.Hedin2.R2.6g034050;NA;NA
MtrunA17_Chr4g0040661;KRH55849;Glyma.06G285900;LotjaGi3g1v0244200;Vfaba.Hedin2.R2.6g034045;NA;NA
MtrunA17_Chr4g0040681;KRH25675;Glyma.12G120100;LotjaGi3g1v0244300;Vfaba.Hedin2.R2.6g034043;NA;NA
MtrunA17_Chr4g0040681;KRH25676;Glyma.12G120100;LotjaGi3g1v0244300;Vfaba.Hedin2.R2.6g034043;NA;NA
MtrunA17_Chr4g0040681;KRH25677;Glyma.12G120100;LotjaGi3g1v0244300;Vfaba.Hedin2.R2.6g034043;NA;NA
MtrunA17_Chr4g0040681;KRH25678;Glyma.12G120100;LotjaGi3g1v0244300;Vfaba.Hedin2.R2.6g034043;NA;NA
MtrunA17_Chr4g0040691;KRH25679;Glyma.12G120200;LotjaGi1g1v0185500;NA;NA;NA
MtrunA17_Chr4g0040751;KRH55840;Glyma.06G285400;LotjaGi3g1v0244500;Vfaba.Hedin2.R2.6g034038;AT1G06290.1;Zm00001eb148110_P001
MtrunA17_Chr4g0040761;KRH64859;Glyma.03G001200;LotjaGi3g1v0052800;Vfaba.Hedin2.R2.6g034037;AT1G77030.1;Zm00001eb179010_P001
MtrunA17_Chr4g0040781;KRH25681;Glyma.12G120400;LotjaGi3g1v0244700;Vfaba.Hedin2.R2.6g034035;AT5G60860.1;NA
MtrunA17_Chr4g0040791;KRH55837;Glyma.06G285200;LotjaGi3g1v0244900;Vfaba.Hedin2.R2.6g034034;AT2G31060.2;Zm00001eb153490_P002
MtrunA17_Chr4g0040821;KRH24199;Glyma.12G027700;LotjaGi1g1v0187300;Vfaba.Hedin2.R2.6g033923;AT1G17680.1;Zm00001eb171180_P002
MtrunA17_Chr4g0040821;KRH24200;Glyma.12G027700;LotjaGi1g1v0187300;Vfaba.Hedin2.R2.6g033923;AT1G17680.1;Zm00001eb171180_P002
MtrunA17_Chr4g0040821;KRH24201;Glyma.12G027700;LotjaGi1g1v0187300;Vfaba.Hedin2.R2.6g033923;AT1G17680.1;Zm00001eb171180_P002
MtrunA17_Chr4g0040831;KRH25687;Glyma.12G120700;NA;NA;NA;NA
MtrunA17_Chr4g0040841;KRH55830;Glyma.06G285000;LotjaGi3g1v0245100;NA;NA;NA
MtrunA17_Chr4g0040841;KRH55831;Glyma.06G285000;LotjaGi3g1v0245100;NA;NA;NA
MtrunA17_Chr4g0040841;KRH55832;Glyma.06G285000;LotjaGi3g1v0245100;NA;NA;NA
MtrunA17_Chr4g0040851;KRH25691;Glyma.12G120900;LotjaGi3g1v0245200;Vfaba.Hedin2.R2.6g034031;AT1G06260.1;NA
MtrunA17_Chr4g0040861;KRH55748;Glyma.06G277800;NA;NA;NA;NA
MtrunA17_Chr4g0040871;KRH09946;Glyma.15G020200;NA;Vfaba.Hedin2.R2.6g034003;AT1G06320.1;NA
MtrunA17_Chr4g0040891;KRH25692;Glyma.12G121000;LotjaGi3g1v0245400;Vfaba.Hedin2.R2.6g034030;NA;NA
MtrunA17_Chr4g0040901;RCW19376;Glyma.06G284800;LotjaGi3g1v0245500;Vfaba.Hedin2.R2.6g034029;AT3G58110.1;Zm00001eb238770_P001
MtrunA17_Chr4g0040911;KRH55823;Glyma.06G284700;LotjaGi3g1v0245600;Vfaba.Hedin2.R2.6g034028;AT3G58100.1;Zm00001eb383570_P001
MtrunA17_Chr4g0040941;KRH55743;Glyma.06G277300;LotjaGi3g1v0246200;Vfaba.Hedin2.R2.6g034026;NA;NA
MtrunA17_Chr4g0040951;KRH55814;Glyma.06G284100;LotjaGi3g1v0246500_LC;NA;NA;NA
MtrunA17_Chr4g0040981;KRH55813;Glyma.06G284000;LotjaGi3g1v0246800;Vfaba.Hedin2.R2.6g034024;AT1G06230.1;Zm00001eb238340_P001
MtrunA17_Chr4g0041011;KRH55811;Glyma.06G283800;LotjaGi3g1v0247100;Vfaba.Hedin2.R2.6g034022;NA;NA
MtrunA17_Chr4g0041021;KRH25707;Glyma.12G122400;LotjaGi3g1v0247400;Vfaba.Hedin2.R2.6g034021;AT2G31130.1;NA
MtrunA17_Chr4g0041021;KRH25708;Glyma.12G122400;LotjaGi3g1v0247400;Vfaba.Hedin2.R2.6g034021;AT2G31130.1;NA
MtrunA17_Chr4g0041021;KRH25709;Glyma.12G122400;LotjaGi3g1v0247400;Vfaba.Hedin2.R2.6g034021;AT2G31130.1;NA
MtrunA17_Chr4g0041021;KRH25710;Glyma.12G122400;LotjaGi3g1v0247400;Vfaba.Hedin2.R2.6g034021;AT2G31130.1;NA
MtrunA17_Chr4g0041021;KRH25711;Glyma.12G122400;LotjaGi3g1v0247400;Vfaba.Hedin2.R2.6g034021;AT2G31130.1;NA
MtrunA17_Chr4g0041021;KRH25712;Glyma.12G122400;LotjaGi3g1v0247400;Vfaba.Hedin2.R2.6g034021;AT2G31130.1;NA
MtrunA17_Chr4g0041041;KRH25719;Glyma.12G122700;LotjaGi3g1v0247600;Vfaba.Hedin2.R2.6g034020;NA;Zm00001eb223890_P001
MtrunA17_Chr4g0041051;KRH55806;Glyma.06G283300;LotjaGi3g1v0247700;NA;NA;NA
MtrunA17_Chr4g0041071;KRH22293;Glyma.13G291300;LotjaGi3g1v0247900;Vfaba.Hedin2.R2.6g034004;AT3G58610.1;Zm00001eb158190_P002
MtrunA17_Chr4g0041111;KRH25769;Glyma.12G127600;LotjaGi0g1v0000700;Vfaba.Hedin2.R2.2g016955;AT1G06340.1;NA
MtrunA17_Chr4g0041121;KRH55746;Glyma.06G277600;LotjaGi3g1v0250500;Vfaba.Hedin2.R2.6g034001;AT2G31040.1;Zm00001eb360100_P005
MtrunA17_Chr4g0041131;KRH55745;Glyma.06G277500;NA;Vfaba.Hedin2.R2.6g034000;NA;NA
MtrunA17_Chr4g0041151;KRH22283;Glyma.13G290500;LotjaGi3g1v0240800;NA;NA;NA
MtrunA17_Chr4g0041191;KRH25779;Glyma.12G128600;NA;Vfaba.Hedin2.R2.6g033995;AT2G42620.1;Zm00001eb270950_P001
MtrunA17_Chr4g0041201;KRH25780;Glyma.12G128700;LotjaGi3g1v0251400;Vfaba.Hedin2.R2.6g033994;NA;Zm00001eb157070_P004
MtrunA17_Chr4g0041201;KRH25781;Glyma.12G128700;LotjaGi3g1v0251400;Vfaba.Hedin2.R2.6g033994;NA;Zm00001eb157070_P004
MtrunA17_Chr4g0041201;KRH25782;Glyma.12G128700;LotjaGi3g1v0251400;Vfaba.Hedin2.R2.6g033994;NA;Zm00001eb157070_P004
MtrunA17_Chr4g0041221;KRH25783;Glyma.12G128800;LotjaGi3g1v0240600;Vfaba.Hedin2.R2.6g033993;AT2G30990.1;NA
MtrunA17_Chr4g0041221;KRH25784;Glyma.12G128800;LotjaGi3g1v0240600;Vfaba.Hedin2.R2.6g033993;AT2G30990.1;NA
MtrunA17_Chr4g0041221;KRH25785;Glyma.12G128800;LotjaGi3g1v0240600;Vfaba.Hedin2.R2.6g033993;AT2G30990.1;NA
MtrunA17_Chr4g0041281;KRH55728;Glyma.06G276400;LotjaGi3g1v0251800;NA;NA;NA
MtrunA17_Chr4g0041281;KRH55729;Glyma.06G276400;LotjaGi3g1v0251800;NA;NA;NA
MtrunA17_Chr4g0041301;KRH25792;Glyma.12G129100;NA;Vfaba.Hedin2.R2.1g001426;NA;Zm00001eb170690_P002
MtrunA17_Chr4g0041311;KRH25793;Glyma.12G129200;LotjaGi3g1v0252100;Vfaba.Hedin2.R2.contig_corrected_v1_220g037299;AT2G42690.1;Zm00001eb155120_P001
MtrunA17_Chr4g0041331;KRH25794;Glyma.12G129300;LotjaGi3g1v0252400;NA;NA;NA
MtrunA17_Chr4g0041331;KRH55724;Glyma.06G276100;LotjaGi3g1v0252400;Vfaba.Hedin2.R2.6g034452;AT2G42700.1;Zm00001eb297610_P003
MtrunA17_Chr4g0041341;KRH25795;Glyma.12G129400;LotjaGi3g1v0252500;Vfaba.Hedin2.R2.6g034451;AT2G42710.1;Zm00001eb383810_P001
MtrunA17_Chr4g0041371;KRH55720;Glyma.06G275700;LotjaGi3g1v0253000;Vfaba.Hedin2.R2.6g034445;AT2G30970.1;Zm00001eb238900_P002
MtrunA17_Chr4g0041381;KRH55719;Glyma.06G275600;LotjaGi3g1v0253100;Vfaba.Hedin2.R2.6g034444;AT1G06410.1;Zm00001eb153270_P001
MtrunA17_Chr4g0041421;KRH00694;Glyma.18G229600;LotjaGi3g1v0253500;Vfaba.Hedin2.R2.6g034301;AT2G43810.1;Zm00001eb421160_P001
MtrunA17_Chr4g0041421;KRH00695;Glyma.18G229600;LotjaGi3g1v0253500;Vfaba.Hedin2.R2.6g034301;AT2G43810.1;Zm00001eb421160_P001
MtrunA17_Chr4g0041421;KRH40501;Glyma.09G262700;LotjaGi3g1v0253500;Vfaba.Hedin2.R2.6g034301;AT2G43810.1;Zm00001eb421160_P001
MtrunA17_Chr4g0041451;KRH55718;Glyma.06G275500;LotjaGi3g1v0253900;NA;NA;NA
MtrunA17_Chr4g0041461;KRH25803;Glyma.12G130000;NA;NA;NA;NA
MtrunA17_Chr4g0041471;KRH25808;Glyma.12G130500;NA;Vfaba.Hedin2.R2.6g034293;NA;NA
MtrunA17_Chr4g0041481;KRH55688;Glyma.06G272600;LotjaGi3g1v0254300;Vfaba.Hedin2.R2.6g034290;NA;Zm00001eb280340_P001
MtrunA17_Chr4g0041481;KRH55703;Glyma.06G274100;LotjaGi3g1v0254300;NA;NA;NA
MtrunA17_Chr4g0041531;KRH25819;Glyma.12G131600;NA;NA;NA;NA
MtrunA17_Chr4g0041541;KRH25823;Glyma.12G131800;LotjaGi1g1v0058600;NA;NA;NA
MtrunA17_Chr4g0041591;KRH50616;Glyma.07G232200;LotjaGi1g1v0390600;Vfaba.Hedin2.R2.4g025543;AT4G13970.1;Zm00001eb116570_P003
MtrunA17_Chr4g0041591;KRH50617;Glyma.07G232200;LotjaGi1g1v0390600;Vfaba.Hedin2.R2.4g025543;AT4G13970.1;Zm00001eb116570_P003
MtrunA17_Chr4g0041591;KRH50618;Glyma.07G232200;LotjaGi1g1v0390600;Vfaba.Hedin2.R2.4g025543;AT4G13970.1;Zm00001eb116570_P003
MtrunA17_Chr4g0041591;KRH50619;Glyma.07G232200;LotjaGi1g1v0390600;Vfaba.Hedin2.R2.4g025543;AT4G13970.1;Zm00001eb116570_P003
MtrunA17_Chr4g0041611;KRH25828;Glyma.12G132200;LotjaGi2g1v0341900_LC;Vfaba.Hedin2.R2.6g034286;NA;NA
MtrunA17_Chr4g0041641;KRH50100;Glyma.07G199900;LotjaGi4g1v0059800;Vfaba.Hedin2.R2.3g019547;AT4G05320.2;NA
MtrunA17_Chr4g0041641;KRH50101;Glyma.07G199900;LotjaGi4g1v0059800;Vfaba.Hedin2.R2.3g019547;AT4G05320.2;NA
MtrunA17_Chr4g0041761;KRH25834;Glyma.12G132800;LotjaGi3g1v0148100;NA;NA;NA
MtrunA17_Chr4g0041771;KRH55679;Glyma.06G271800;LotjaGi3g1v0148300;Vfaba.Hedin2.R2.6g034284;AT3G15160.1;Zm00001eb070060_P006
MtrunA17_Chr4g0041791;KRH55662;Glyma.06G270300;LotjaGi3g1v0148500;Vfaba.Hedin2.R2.6g034276;AT1G50940.1;Zm00001eb063680_P001
MtrunA17_Chr4g0041801;KRH25855;Glyma.12G134500;LotjaGi3g1v0149200;Vfaba.Hedin2.R2.6g034275;AT4G27080.1;NA
MtrunA17_Chr4g0041811;KRH25859;Glyma.12G134800;LotjaGi3g1v0149300;NA;NA;NA
MtrunA17_Chr4g0041821;KRH55658;Glyma.06G269900;LotjaGi3g1v0149400;Vfaba.Hedin2.R2.6g034273;NA;Zm00001eb106230_P001
MtrunA17_Chr4g0041831;KRH70242;Glyma.02G078000;LotjaGi3g1v0544900;Vfaba.Hedin2.R2.6g034272;NA;NA
MtrunA17_Chr4g0041831;KRH70243;Glyma.02G078000;LotjaGi3g1v0544900;Vfaba.Hedin2.R2.6g034272;NA;NA
MtrunA17_Chr4g0041831;KRH70244;Glyma.02G078000;LotjaGi3g1v0544900;Vfaba.Hedin2.R2.6g034272;NA;NA
MtrunA17_Chr4g0041841;KRH25861;Glyma.12G135000;LotjaGi3g1v0149500;Vfaba.Hedin2.R2.6g034270;NA;NA
MtrunA17_Chr4g0041851;KRH25863;Glyma.12G135200;LotjaGi3g1v0149700;Vfaba.Hedin2.R2.6g034254;AT5G54750.1;Zm00001eb067130_P001
MtrunA17_Chr4g0041851;KRH55653;Glyma.06G269400;LotjaGi3g1v0149700;Vfaba.Hedin2.R2.6g034254;AT5G54750.1;Zm00001eb067130_P001
MtrunA17_Chr4g0041871;KRH25864;Glyma.12G135300;LotjaGi3g1v0150300;Vfaba.Hedin2.R2.6g034263;NA;NA
MtrunA17_Chr4g0041881;KRH55651;Glyma.06G269200;LotjaGi3g1v0150400;Vfaba.Hedin2.R2.6g034262;NA;NA
MtrunA17_Chr4g0041921;KRH27097;Glyma.12G214200;LotjaGi3g1v0150500_LC;Vfaba.Hedin2.R2.6g034261;AT4G21880.1;Zm00001eb231370_P001
MtrunA17_Chr4g0042001;KRH25875;Glyma.12G135700;LotjaGi3g1v0150800;Vfaba.Hedin2.R2.6g034252;NA;NA
MtrunA17_Chr4g0042041;KRH55616;Glyma.06G266800;LotjaGi3g1v0151000;Vfaba.Hedin2.R2.6g034250;AT5G54680.1;NA
MtrunA17_Chr4g0042051;KRH55615;Glyma.06G266700;LotjaGi3g1v0151100;NA;NA;NA
MtrunA17_Chr4g0042061;KRH25893;Glyma.12G136600;LotjaGi3g1v0151150;Vfaba.Hedin2.R2.6g034248;NA;Zm00001eb298280_P001
MtrunA17_Chr4g0042081;KRH25895;Glyma.12G136800;LotjaGi3g1v0094500_LC;Vfaba.Hedin2.R2.6g034246;AT5G54650.1;NA
MtrunA17_Chr4g0042081;KRH25896;Glyma.12G136800;LotjaGi3g1v0094500_LC;Vfaba.Hedin2.R2.6g034246;AT5G54650.1;NA
MtrunA17_Chr4g0042091;KRH55605;Glyma.06G265800;LotjaGi3g1v0094600;Vfaba.Hedin2.R2.6g034236;AT5G54630.1;Zm00001eb151240_P002
MtrunA17_Chr4g0042101;KRH55603;Glyma.06G265700;LotjaGi2g1v0453300_LC;Vfaba.Hedin2.R2.6g034235;AT4G27250.1;Zm00001eb225320_P001
MtrunA17_Chr4g0042141;KRH55575;Glyma.06G263300;LotjaGi3g1v0095200;Vfaba.Hedin2.R2.6g034231;NA;NA
MtrunA17_Chr4g0042161;KRH25927;Glyma.12G139200;LotjaGi1g1v0007800;Vfaba.Hedin2.R2.6g034230;AT5G54580.1;Zm00001eb416760_P002
MtrunA17_Chr4g0042171;KRH55566;Glyma.06G263100;LotjaGi3g1v0095300;Vfaba.Hedin2.R2.6g034229;AT5G54570.1;Zm00001eb225390_P002
MtrunA17_Chr4g0042181;KRH00692;Glyma.18G229500;LotjaGi1g1v0716700;Vfaba.Hedin2.R2.1g010327;AT1G03100.1;Zm00001eb222930_P001
MtrunA17_Chr4g0042181;KRH00693;Glyma.18G229500;LotjaGi1g1v0716700;Vfaba.Hedin2.R2.1g010327;AT1G03100.1;Zm00001eb222930_P001
MtrunA17_Chr4g0042191;KRH55563;Glyma.06G262900;LotjaGi3g1v0095500;Vfaba.Hedin2.R2.6g034228;AT5G54540.1;Zm00001eb171810_P001
MtrunA17_Chr4g0042211;KRH25936;Glyma.12G140100;LotjaGi3g1v0095600;Vfaba.Hedin2.R2.6g034226;AT5G54530.1;Zm00001eb323590_P001
MtrunA17_Chr4g0042341;KRH25938;Glyma.12G140300;LotjaGi3g1v0095700;NA;NA;NA
MtrunA17_Chr4g0042351;KRH55549;Glyma.06G261900;NA;Vfaba.Hedin2.R2.6g034225;NA;NA
MtrunA17_Chr4g0042381;KRH25937;Glyma.12G140200;NA;NA;NA;NA
MtrunA17_Chr4g0042441;KRH55540;Glyma.06G261100;LotjaGi3g1v0096300_LC;NA;NA;NA
MtrunA17_Chr4g0042451;KRG89622;Glyma.20G035300;NA;Vfaba.Hedin2.R2.6g034223;AT1G69580.1;NA
MtrunA17_Chr4g0042481;KRH50576;Glyma.07G229600;LotjaGi2g1v0302300;Vfaba.Hedin2.R2.6g034219;NA;NA
MtrunA17_Chr4g0042481;KRH50577;Glyma.07G229600;LotjaGi2g1v0302300;Vfaba.Hedin2.R2.6g034219;NA;NA
MtrunA17_Chr4g0042491;KRG89588;Glyma.20G034200;NA;NA;NA;NA
MtrunA17_Chr4g0042501;KRG89586;Glyma.20G034100;LotjaGi4g1v0187000;Vfaba.Hedin2.R2.6g034209;AT1G26780.2;Zm00001eb041450_P001
MtrunA17_Chr4g0042521;KRG89583;Glyma.20G033900;LotjaGi2g1v0302000;Vfaba.Hedin2.R2.1g007114;AT1G26770.2;NA
MtrunA17_Chr4g0042521;KRG89582;Glyma.20G033900;LotjaGi2g1v0302000;Vfaba.Hedin2.R2.1g007114;AT1G26770.2;NA
MtrunA17_Chr4g0042551;KRG89581;Glyma.20G033800;LotjaGi3g1v0429100;NA;NA;NA
MtrunA17_Chr4g0042551;KRG89579;Glyma.20G033700;LotjaGi3g1v0429100;NA;NA;NA
MtrunA17_Chr4g0042551;KRG89580;Glyma.20G033700;LotjaGi3g1v0429100;NA;NA;NA
MtrunA17_Chr4g0042561;KRG89575;Glyma.20G033300;NA;Vfaba.Hedin2.R2.6g034204;NA;Zm00001eb330850_P001
MtrunA17_Chr4g0042581;KRH50571;Glyma.07G229200;LotjaGi4g1v0090500;Vfaba.Hedin2.R2.6g034203;AT1G26760.1;Zm00001eb005310_P001
MtrunA17_Chr4g0042591;KRH30995;Glyma.11G220500;LotjaGi1g1v0199800_LC;Vfaba.Hedin2.R2.6g034202;AT2G04660.1;Zm00001eb227040_P003
MtrunA17_Chr4g0042671;KRH50565;Glyma.07G228600;NA;NA;NA;NA
MtrunA17_Chr4g0042691;KRG89570;Glyma.20G032800;LotjaGi4g1v0089700_LC;Vfaba.Hedin2.R2.6g034196;AT1G14060.1;Zm00001eb300270_P001
MtrunA17_Chr4g0042701;KRH50559;Glyma.07G228300;LotjaGi4g1v0089800;Vfaba.Hedin2.R2.6g034195;AT1G14030.1;Zm00001eb312420_P002
MtrunA17_Chr4g0042711;KRH50556;Glyma.07G228200;NA;Vfaba.Hedin2.R2.6g034194;AT1G14020.1;Zm00001eb402380_P002
MtrunA17_Chr4g0042711;KRH50557;Glyma.07G228200;NA;Vfaba.Hedin2.R2.6g034194;AT1G14020.1;Zm00001eb402380_P002
MtrunA17_Chr4g0042721;KRH50555;Glyma.07G228100;LotjaGi2g1v0300700;Vfaba.Hedin2.R2.6g034192;AT1G26690.1;Zm00001eb328400_P001
MtrunA17_Chr4g0042731;KRG89553;Glyma.20G031300;LotjaGi2g1v0300500;Vfaba.Hedin2.R2.6g034191;AT1G14000.1;Zm00001eb328410_P001
MtrunA17_Chr4g0042741;KRG89551;Glyma.20G031200;LotjaGi4g1v0037400;Vfaba.Hedin2.R2.6g034189;NA;NA
MtrunA17_Chr4g0042761;KRG89549;Glyma.20G031000;NA;Vfaba.Hedin2.R2.6g034186;NA;NA
MtrunA17_Chr4g0042771;KRH50552;Glyma.07G227800;LotjaGi4g1v0089300;Vfaba.Hedin2.R2.6g034185;AT1G69430.1;NA
MtrunA17_Chr4g0042781;KRG89546;Glyma.20G030700;NA;NA;NA;NA
MtrunA17_Chr4g0042811;KRG89542;Glyma.20G030300;LotjaGi4g1v0089200;Vfaba.Hedin2.R2.6g034180;AT3G11810.1;Zm00001eb408540_P001
MtrunA17_Chr4g0042821;KRG89539;Glyma.20G030100;NA;Vfaba.Hedin2.R2.6g034179;AT1G69420.1;Zm00001eb108370_P001
MtrunA17_Chr4g0042851;KRG89511;Glyma.20G027900;LotjaGi5g1v0023400;Vfaba.Hedin2.R2.6g034177;NA;NA
MtrunA17_Chr4g0042861;KRG89507;Glyma.20G027500;LotjaGi4g1v0089000;Vfaba.Hedin2.R2.6g034175;AT1G13940.1;Zm00001eb057910_P001
MtrunA17_Chr4g0042871;KRH50529;Glyma.07G226200;LotjaGi4g1v0088900;Vfaba.Hedin2.R2.6g034169;AT2G03380.1;Zm00001eb374520_P001
MtrunA17_Chr4g0042881;KRG89506;Glyma.20G027400;NA;Vfaba.Hedin2.R2.6g034168;AT1G69340.1;Zm00001eb047110_P002
MtrunA17_Chr4g0042951;KRG89504;Glyma.20G027200;LotjaGi4g1v0088700_LC;Vfaba.Hedin2.R2.6g034165;AT2G03440.1;NA
MtrunA17_Chr4g0042991;KRH50535;Glyma.07G226700;LotjaGi4g1v0088500;Vfaba.Hedin2.R2.6g034161;AT1G13920.1;Zm00001eb225120_P003
MtrunA17_Chr4g0043021;KRG89498;Glyma.20G026800;LotjaGi4g1v0088450;Vfaba.Hedin2.R2.6g034159;AT1G13900.1;Zm00001eb298570_P001
MtrunA17_Chr4g0043041;KRG89496;Glyma.20G026700;LotjaGi4g1v0088400;Vfaba.Hedin2.R2.6g034158;NA;NA
MtrunA17_Chr4g0043041;KRG89497;Glyma.20G026700;LotjaGi4g1v0088400;Vfaba.Hedin2.R2.6g034158;NA;NA
MtrunA17_Chr4g0043071;KRH50539;Glyma.07G226800;NA;NA;NA;NA
MtrunA17_Chr4g0043091;KRG89490;Glyma.20G026300;LotjaGi3g1v0181200;Vfaba.Hedin2.R2.6g034155;AT1G26560.1;Zm00001eb400300_P001
MtrunA17_Chr4g0043121;KRG89487;Glyma.20G026000;LotjaGi4g1v0087900;Vfaba.Hedin2.R2.6g034152;AT1G13860.1;NA
MtrunA17_Chr4g0043161;KRG89483;Glyma.20G025700;LotjaGi2g1v0295200;Vfaba.Hedin2.R2.6g034149;AT1G13820.1;Zm00001eb108550_P001
MtrunA17_Chr4g0043171;KRH50516;Glyma.07G225600;LotjaGi4g1v0087500;Vfaba.Hedin2.R2.6g034148;AT2G03510.1;Zm00001eb393170_P001
MtrunA17_Chr4g0043181;KRH58694;Glyma.05G143000;LotjaGi4g1v0361500_LC;Vfaba.Hedin2.R2.6g034487;AT1G30260.1;NA
MtrunA17_Chr4g0043201;KRH42583;Glyma.08G098900;NA;NA;NA;NA
MtrunA17_Chr4g0043211;KRG89479;Glyma.20G025500;LotjaGi4g1v0087400;Vfaba.Hedin2.R2.6g034146;NA;NA
MtrunA17_Chr4g0043221;KRH08702;Glyma.16G167900;LotjaGi1g1v0598200;Vfaba.Hedin2.R2.1g002218;AT1G21190.1;Zm00001eb146730_P001
MtrunA17_Chr4g0043241;KRG89473;Glyma.20G025400;LotjaGi4g1v0087300;Vfaba.Hedin2.R2.6g034140;AT2G03667.1;Zm00001eb029510_P001
MtrunA17_Chr4g0043251;KRH50514;Glyma.07G225400;LotjaGi4g1v0087200;Vfaba.Hedin2.R2.6g034139;NA;Zm00001eb352160_P001
MtrunA17_Chr4g0043271;KRG89470;Glyma.20G025100;LotjaGi4g1v0087000;Vfaba.Hedin2.R2.6g034137;AT2G32080.1;Zm00001eb333400_P001
MtrunA17_Chr4g0043281;KRG89468;Glyma.20G025000;LotjaGi4g1v0086900;Vfaba.Hedin2.R2.6g034136;AT4G26410.1;Zm00001eb015470_P001
MtrunA17_Chr4g0043291;KRG89467;Glyma.20G024900;LotjaGi4g1v0086800;Vfaba.Hedin2.R2.6g034135;AT1G55535.1;Zm00001eb303530_P001
MtrunA17_Chr4g0043301;KRH50504;Glyma.07G224800;NA;Vfaba.Hedin2.R2.6g034134;AT5G56350.1;Zm00001eb128890_P001
MtrunA17_Chr4g0043301;KRH50505;Glyma.07G224800;NA;Vfaba.Hedin2.R2.6g034134;AT5G56350.1;Zm00001eb128890_P001
MtrunA17_Chr4g0043321;KRH50502;Glyma.07G224600;LotjaGi4g1v0086600;Vfaba.Hedin2.R2.6g034132;AT5G56360.1;Zm00001eb332690_P001
MtrunA17_Chr4g0043331;KRH50500;Glyma.07G224400;LotjaGi4g1v0086500;NA;NA;NA
MtrunA17_Chr4g0043341;KRG89456;Glyma.20G024100;LotjaGi4g1v0086400;Vfaba.Hedin2.R2.6g034130;AT1G30480.1;Zm00001eb315350_P001
MtrunA17_Chr4g0043351;KRH50496;Glyma.07G224100;NA;Vfaba.Hedin2.R2.1g004836;NA;NA
MtrunA17_Chr4g0043351;KRH50495;Glyma.07G224100;NA;Vfaba.Hedin2.R2.1g004836;NA;NA
MtrunA17_Chr4g0043351;KRH50494;Glyma.07G224100;NA;Vfaba.Hedin2.R2.1g004836;NA;NA
MtrunA17_Chr4g0043371;KRG89451;Glyma.20G023900;LotjaGi4g1v0086300;Vfaba.Hedin2.R2.6g034126;AT4G38260.1;NA
MtrunA17_Chr4g0043381;KRH50491;Glyma.07G224000;LotjaGi4g1v0086200;Vfaba.Hedin2.R2.6g034125;AT5G08470.1;Zm00001eb176300_P004
MtrunA17_Chr4g0043381;KRH50492;Glyma.07G224000;LotjaGi4g1v0086200;Vfaba.Hedin2.R2.6g034125;AT5G08470.1;Zm00001eb176300_P004
MtrunA17_Chr4g0043411;KRG89442;Glyma.20G023500;LotjaGi4g1v0086100;Vfaba.Hedin2.R2.6g034124;NA;NA
MtrunA17_Chr4g0043411;KRG89443;Glyma.20G023500;LotjaGi4g1v0086100;Vfaba.Hedin2.R2.6g034124;NA;NA
MtrunA17_Chr4g0043421;KRH50484;Glyma.07G223600;LotjaGi3g1v0035700;Vfaba.Hedin2.R2.6g034123;AT1G31320.1;Zm00001eb218120_P001
MtrunA17_Chr4g0043421;KRG89441;Glyma.20G023400;LotjaGi3g1v0035700;NA;NA;NA
MtrunA17_Chr4g0043431;KRG89439;Glyma.20G023200;LotjaGi3g1v0074500;Vfaba.Hedin2.R2.6g034120;AT3G59850.1;NA
MtrunA17_Chr4g0043441;KRG89438;Glyma.20G023100;LotjaGi4g1v0085700;Vfaba.Hedin2.R2.6g034119;AT4G18520.1;Zm00001eb025700_P001
MtrunA17_Chr4g0043461;KRG89432;Glyma.20G022900;LotjaGi4g1v0085500;Vfaba.Hedin2.R2.6g034117;AT1G31280.1;Zm00001eb070760_P001
MtrunA17_Chr4g0043471;KRH50479;Glyma.07G223400;LotjaGi4g1v0085400;Vfaba.Hedin2.R2.6g034116;AT3G05320.1;Zm00001eb232980_P001
MtrunA17_Chr4g0043481;KRH50478;Glyma.07G223300;LotjaGi1g1v0486800;Vfaba.Hedin2.R2.6g034115;NA;NA
MtrunA17_Chr4g0043491;KRG89417;Glyma.20G022500;LotjaGi4g1v0228800;NA;NA;NA
